!
43243
dfdsf
fdsfdsfffffffffffffffffffffffffffffffffffffffffffffffddsfdsfdsdsfsdfdsfdssdfsdfsfd
fdsf
sfddsf
!

ind	x       y        z
1883 -270.8975 -226.9299 503.0321
1884 -265.7846 -223.7842 516.0920
1885 -284.8742 -216.5503 491.4098
1886 -280.0156 -214.0599 504.1922
1887 -274.3894 -211.3206 517.4970
1888 -246.4304 -228.1114 539.4937
1889 -241.1988 -224.8029 550.0089
1890 -235.7679 -222.1426 559.1315
1891 -254.3014 -217.5334 540.9282
1892 -248.0167 -214.9197 551.9086
1893 -241.1988 -213.0199 561.7917
1894 -261.5059 -206.0342 543.0231
1895 -254.3014 -203.9392 554.5223
1896 -246.4304 -202.5048 565.1003
1897 -274.4158 -180.4064 548.3320
1898 -265.8107 -179.0007 560.7966
1899 -256.4893 -178.0742 572.4904
1900 -280.2265 -166.3902 551.2281
1901 -271.1065 -165.2231 564.1068
1902 -261.2571 -164.4626 576.2527
1903 -285.5859 -151.6767 554.1446
1904 -276.0480 -150.7000 567.3912
1905 -265.7696 -150.0685 579.9280
1906 -294.8609 -120.4763 559.6439
1907 -284.6993 -119.7939 573.4930
1908 -273.7790 -119.3565 586.6529
1909 -298.7311 -104.1368 562.0794
1910 -288.3384 -103.5763 576.1661
1911 -277.1793 -103.2182 589.5673
1912 -302.0593 -87.3949 564.2408
1913 -291.4816 -86.9441 578.5249
1914 -280.1306 -86.6566 592.1245
1915 -307.0006 -52.9727 567.5590
1916 -296.1704 -52.7156 582.1243
1917 -284.5566 -52.5520 596.0035
1918 -308.5753 -35.4268 568.6449
1919 -297.6703 -35.2581 583.2964
1920 -285.9782 -35.1509 597.2608
1921 -309.5315 -17.7469 569.3143
1922 -298.5833 -17.6634 584.0172
1923 -286.8456 -17.6103 598.0317
1924 -309.5315 17.7469 569.3144
1925 -298.5832 17.6634 584.0172
1926 -286.8456 17.6103 598.0317
1927 -308.5753 35.4268 568.6448
1928 -297.6703 35.2581 583.2964
1929 -285.9782 35.1509 597.2608
1930 -307.0005 52.9727 567.5590
1931 -296.1704 52.7156 582.1243
1932 -284.5566 52.5520 596.0035
1933 -302.0593 87.3949 564.2408
1934 -291.4816 86.9441 578.5248
1935 -280.1307 86.6566 592.1245
1936 -298.7310 104.1368 562.0794
1937 -288.3384 103.5764 576.1661
1938 -277.1792 103.2182 589.5673
1939 -294.8609 120.4763 559.6439
1940 -284.6993 119.7939 573.4929
1941 -273.7790 119.3565 586.6529
1942 -285.5860 151.6767 554.1445
1943 -276.0480 150.7000 567.3912
1944 -265.7696 150.0685 579.9280
1945 -280.2265 166.3902 551.2281
1946 -271.1064 165.2231 564.1069
1947 -261.2571 164.4626 576.2527
1948 -274.4158 180.4064 548.3320
1949 -265.8107 179.0007 560.7966
1950 -256.4893 178.0742 572.4904
1951 -261.5059 206.0342 543.0231
1952 -254.3014 203.9392 554.5223
1953 -246.4304 202.5048 565.1003
1954 -254.3014 217.5334 540.9281
1955 -248.0167 214.9197 551.9086
1956 -241.1988 213.0199 561.7917
1957 -246.4304 228.1114 539.4937
1958 -241.1988 224.8029 550.0088
1959 -235.7679 222.1426 559.1315
1960 -284.8742 216.5503 491.4098
1961 -280.0156 214.0599 504.1922
1962 -274.3893 211.3206 517.4969
1963 -275.3426 229.7676 490.4565
1964 -270.8975 226.9299 503.0321
1965 -265.7846 223.7842 516.0920
1966 -265.0747 242.2795 489.8398
1967 -261.0513 239.0683 502.2760
1968 -256.4636 235.4771 515.1661
1969 -302.0126 226.3528 424.5734
1970 -294.6315 221.6530 457.3322
1971 -291.8987 220.1039 468.8855
1972 -291.2116 240.6917 424.3264
1973 -284.2809 235.5614 456.8816
1974 -281.7555 233.8330 468.3079
1975 -279.6639 254.3800 424.1683
1976 -273.1893 248.8094 456.5927
1977 -270.8715 246.8925 467.9372
1978 -195.8687 321.3288 425.2802
1979 -191.9964 313.0886 458.6165
1980 -190.7752 309.9581 470.5272
1981 -179.8042 329.8271 425.7081
1982 -176.3279 321.1895 459.3915
1983 -175.2551 317.8749 471.5154
1984 -163.2502 337.5452 426.1613
1985 -160.1585 328.5381 460.2106
1986 -159.2241 325.0528 472.5586
1987 -188.1220 301.7851 494.0822
1988 -186.2378 296.1795 507.3975
1989 -184.1865 289.6517 521.2944
1990 -172.9887 309.1862 495.6709
1991 -171.3635 303.2617 509.2797
1992 -169.5973 296.3648 523.4827
1993 -157.3053 315.8951 497.3359
1994 -155.9135 309.6884 511.2397
1995 -154.4002 302.4732 525.7418
1996 -128.8521 350.6198 427.0706
1997 -126.4973 340.9765 461.8488
1998 -125.8124 337.1992 474.6404
1999 -111.1019 355.9640 427.4956
2000 -109.1010 346.0594 462.6121
2001 -108.5285 342.1635 475.6082
2002 -93.0496 360.5027 427.8836
2003 -91.3946 350.3763 463.3077
2004 -90.9279 346.3802 476.4894
2005 -124.4809 327.2626 500.6212
2006 -123.4905 320.6023 515.0746
2007 -122.4088 312.8866 530.1155
2008 -107.4436 331.9203 502.1318
2009 -106.6267 325.0862 516.8242
2010 -105.7320 317.1811 532.0931
2011 -90.0637 335.8837 503.4989
2012 -89.4054 328.9081 518.4012
2013 -88.6825 320.8498 533.8670
2014 -56.2364 367.1341 428.4987
2015 -55.2543 356.6858 464.4085
2016 -54.9834 352.5457 477.8818
2017 -37.5757 369.2149 428.7057
2018 -36.9232 358.6668 464.7783
2019 -36.7445 354.4827 478.3491
2020 -18.8133 370.4666 428.8354
2021 -18.4877 359.8589 465.0097
2022 -18.3989 355.6486 478.6413
2023 -54.4998 341.6936 505.6444
2024 -54.1243 334.5228 520.8641
2025 -53.7102 326.2551 536.6227
2026 -36.4294 343.5240 506.3598
2027 -36.1831 336.2957 521.6819
2028 -35.9111 327.9663 537.5334
2029 -18.2435 344.6279 506.8057
2030 -18.1216 337.3662 522.1902
2031 -17.9869 329.0014 538.0981
2032 18.8133 370.4666 428.8354
2033 18.4877 359.8590 465.0097
2034 18.3989 355.6487 478.6413
2035 37.5757 369.2150 428.7057
2036 36.9232 358.6668 464.7783
2037 36.7445 354.4827 478.3491
2038 56.2364 367.1341 428.4987
2039 55.2543 356.6858 464.4085
2040 54.9834 352.5458 477.8819
2041 18.2435 344.6279 506.8055
2042 18.1217 337.3662 522.1902
2043 17.9869 329.0014 538.0980
2044 36.4294 343.5241 506.3597
2045 36.1831 336.2957 521.6819
2046 35.9111 327.9664 537.5333
2047 54.4998 341.6936 505.6444
2048 54.1243 334.5228 520.8641
2049 53.7102 326.2551 536.6226
2050 93.0496 360.5027 427.8836
2051 91.3946 350.3764 463.3077
2052 90.9279 346.3803 476.4894
2053 111.1019 355.9640 427.4957
2054 109.1010 346.0594 462.6121
2055 108.5285 342.1635 475.6082
2056 128.8521 350.6198 427.0707
2057 126.4973 340.9765 461.8488
2058 125.8124 337.1992 474.6404
2059 90.0637 335.8838 503.4989
2060 89.4054 328.9081 518.4012
2061 88.6825 320.8498 533.8670
2062 107.4436 331.9204 502.1318
2063 106.6267 325.0862 516.8242
2064 105.7320 317.1811 532.0930
2065 124.4809 327.2625 500.6212
2066 123.4905 320.6023 515.0746
2067 122.4088 312.8866 530.1155
2068 163.2502 337.5451 426.1613
2069 160.1585 328.5381 460.2106
2070 159.2241 325.0528 472.5586
2071 179.8042 329.8271 425.7081
2072 176.3279 321.1895 459.3915
2073 175.2551 317.8749 471.5154
2074 195.8687 321.3288 425.2802
2075 191.9964 313.0886 458.6166
2076 190.7752 309.9580 470.5272
2077 157.3053 315.8951 497.3359
2078 155.9135 309.6884 511.2397
2079 154.4002 302.4732 525.7418
2080 172.9887 309.1862 495.6710
2081 171.3635 303.2617 509.2796
2082 169.5973 296.3648 523.4827
2083 188.1220 301.7851 494.0822
2084 186.2377 296.1795 507.3975
2085 184.1865 289.6517 521.2944
2086 -254.3800 279.6638 424.1683
2087 -248.8094 273.1893 456.5927
2088 -246.8925 270.8716 467.9372
2089 -240.6917 291.2115 424.3264
2090 -235.5614 284.2810 456.8816
2091 -233.8331 281.7555 468.3079
2092 -226.3528 302.0126 424.5734
2093 -221.6530 294.6315 457.3322
2094 -220.1039 291.8987 468.8854
2095 -242.2795 265.0747 489.8398
2096 -239.0683 261.0513 502.2760
2097 -235.4771 256.4636 515.1661
2098 -229.7676 275.3426 490.4565
2099 -226.9299 270.8975 503.0321
2100 -223.7842 265.7846 516.0920
2101 -216.5503 284.8742 491.4098
2102 -214.0599 280.0156 504.1922
2103 -211.3206 274.3894 517.4969
2104 -228.1114 246.4304 539.4937
2105 -224.8029 241.1988 550.0089
2106 -222.1426 235.7679 559.1315
2107 -217.5334 254.3014 540.9282
2108 -214.9197 248.0167 551.9086
2109 -213.0199 241.1988 561.7917
2110 -206.0342 261.5059 543.0231
2111 -203.9392 254.3014 554.5223
2112 -202.5048 246.4304 565.1003
2113 -180.4064 274.4158 548.3320
2114 -179.0007 265.8107 560.7966
2115 -178.0742 256.4894 572.4904
2116 -166.3902 280.2265 551.2281
2117 -165.2231 271.1065 564.1068
2118 -164.4626 261.2571 576.2527
2119 -151.6767 285.5860 554.1446
2120 -150.7000 276.0480 567.3912
2121 -150.0685 265.7696 579.9280
2122 -120.4763 294.8609 559.6439
2123 -119.7939 284.6993 573.4930
2124 -119.3565 273.7790 586.6529
2125 -104.1368 298.7311 562.0794
2126 -103.5764 288.3384 576.1661
2127 -103.2182 277.1793 589.5673
2128 -87.3949 302.0593 564.2408
2129 -86.9441 291.4816 578.5249
2130 -86.6566 280.1306 592.1245
2131 -52.9727 307.0006 567.5590
2132 -52.7156 296.1704 582.1243
2133 -52.5520 284.5566 596.0035
2134 -35.4268 308.5753 568.6449
2135 -35.2581 297.6703 583.2964
2136 -35.1509 285.9783 597.2608
2137 -17.7469 309.5315 569.3143
2138 -17.6634 298.5833 584.0172
2139 -17.6103 286.8456 598.0318
2140 17.7469 309.5315 569.3143
2141 17.6634 298.5832 584.0172
2142 17.6103 286.8456 598.0317
2143 35.4268 308.5753 568.6448
2144 35.2581 297.6703 583.2964
2145 35.1509 285.9782 597.2608
2146 52.9727 307.0005 567.5590
2147 52.7156 296.1704 582.1243
2148 52.5520 284.5566 596.0035
2149 87.3949 302.0593 564.2408
2150 86.9441 291.4816 578.5248
2151 86.6566 280.1307 592.1246
2152 104.1368 298.7310 562.0794
2153 103.5764 288.3384 576.1661
2154 103.2182 277.1793 589.5673
2155 120.4763 294.8609 559.6439
2156 119.7939 284.6993 573.4929
2157 119.3565 273.7790 586.6529
2158 151.6767 285.5860 554.1445
2159 150.7000 276.0480 567.3912
2160 150.0685 265.7696 579.9280
2161 166.3902 280.2265 551.2281
2162 165.2231 271.1064 564.1069
2163 164.4626 261.2571 576.2527
2164 180.4064 274.4158 548.3320
2165 179.0007 265.8107 560.7966
2166 178.0742 256.4893 572.4904
2167 206.0342 261.5059 543.0231
2168 203.9392 254.3014 554.5223
2169 202.5048 246.4304 565.1003
2170 217.5334 254.3014 540.9281
2171 214.9197 248.0167 551.9086
2172 213.0199 241.1988 561.7917
2173 228.1114 246.4304 539.4937
2174 224.8028 241.1988 550.0088
2175 222.1426 235.7679 559.1315
2176 216.5503 284.8742 491.4098
2177 214.0599 280.0156 504.1922
2178 211.3206 274.3893 517.4969
2179 229.7676 275.3426 490.4565
2180 226.9299 270.8975 503.0321
2181 223.7842 265.7846 516.0920
2182 242.2795 265.0747 489.8398
2183 239.0683 261.0513 502.2760
2184 235.4771 256.4636 515.1661
2185 226.3528 302.0126 424.5734
2186 221.6530 294.6315 457.3322
2187 220.1039 291.8987 468.8855
2188 240.6917 291.2116 424.3264
2189 235.5614 284.2809 456.8816
2190 233.8330 281.7555 468.3079
2191 254.3800 279.6638 424.1683
2192 248.8094 273.1893 456.5927
2193 246.8925 270.8715 467.9372
2194 321.3288 195.8687 425.2802
2195 313.0886 191.9964 458.6165
2196 309.9581 190.7752 470.5272
2197 329.8271 179.8042 425.7081
2198 321.1895 176.3279 459.3915
2199 317.8749 175.2551 471.5154
2200 337.5452 163.2502 426.1613
2201 328.5381 160.1585 460.2106
2202 325.0528 159.2241 472.5586
2203 301.7851 188.1220 494.0822
2204 296.1795 186.2378 507.3975
2205 289.6517 184.1865 521.2944
2206 309.1862 172.9887 495.6709
2207 303.2617 171.3635 509.2797
2208 296.3648 169.5973 523.4827
2209 315.8951 157.3053 497.3359
2210 309.6884 155.9135 511.2397
2211 302.4732 154.4002 525.7418
2212 350.6198 128.8521 427.0706
2213 340.9765 126.4973 461.8488
2214 337.1992 125.8124 474.6404
2215 355.9640 111.1019 427.4956
2216 346.0594 109.1010 462.6121
2217 342.1635 108.5285 475.6082
2218 360.5027 93.0496 427.8836
2219 350.3763 91.3946 463.3077
2220 346.3802 90.9279 476.4894
2221 327.2626 124.4809 500.6212
2222 320.6023 123.4905 515.0746
2223 312.8866 122.4088 530.1155
2224 331.9203 107.4436 502.1318
2225 325.0862 106.6267 516.8242
2226 317.1811 105.7320 532.0931
2227 335.8837 90.0637 503.4989
2228 328.9081 89.4054 518.4012
2229 320.8498 88.6825 533.8670
2230 367.1341 56.2364 428.4987
2231 356.6858 55.2543 464.4085
2232 352.5457 54.9834 477.8818
2233 369.2149 37.5757 428.7057
2234 358.6668 36.9232 464.7783
2235 354.4827 36.7445 478.3491
2236 370.4666 18.8133 428.8354
2237 359.8589 18.4877 465.0097
2238 355.6486 18.3989 478.6413
2239 341.6936 54.4998 505.6444
2240 334.5228 54.1243 520.8641
2241 326.2551 53.7102 536.6227
2242 343.5240 36.4294 506.3598
2243 336.2957 36.1831 521.6819
2244 327.9663 35.9111 537.5334
2245 344.6279 18.2435 506.8057
2246 337.3662 18.1216 522.1902
2247 329.0014 17.9869 538.0981
2248 370.4666 -18.8133 428.8354
2249 359.8590 -18.4877 465.0097
2250 355.6487 -18.3989 478.6413
2251 369.2150 -37.5757 428.7057
2252 358.6668 -36.9232 464.7783
2253 354.4827 -36.7445 478.3491
2254 367.1341 -56.2364 428.4987
2255 356.6858 -55.2543 464.4085
2256 352.5458 -54.9834 477.8819
2257 344.6279 -18.2435 506.8055
2258 337.3662 -18.1217 522.1902
2259 329.0014 -17.9869 538.0980
2260 343.5241 -36.4294 506.3597
2261 336.2957 -36.1831 521.6819
2262 327.9664 -35.9111 537.5333
2263 341.6936 -54.4998 505.6444
2264 334.5228 -54.1243 520.8641
2265 326.2551 -53.7102 536.6226
2266 360.5027 -93.0496 427.8836
2267 350.3764 -91.3946 463.3077
2268 346.3803 -90.9279 476.4894
2269 355.9640 -111.1019 427.4957
2270 346.0594 -109.1010 462.6121
2271 342.1635 -108.5285 475.6082
2272 350.6198 -128.8521 427.0707
2273 340.9765 -126.4973 461.8488
2274 337.1992 -125.8124 474.6404
2275 335.8838 -90.0637 503.4989
2276 328.9081 -89.4054 518.4012
2277 320.8498 -88.6825 533.8670
2278 331.9204 -107.4436 502.1318
2279 325.0862 -106.6267 516.8242
2280 317.1811 -105.7320 532.0930
2281 327.2625 -124.4809 500.6212
2282 320.6023 -123.4905 515.0746
2283 312.8866 -122.4088 530.1155
2284 337.5451 -163.2502 426.1613
2285 328.5381 -160.1585 460.2106
2286 325.0528 -159.2241 472.5586
2287 329.8271 -179.8042 425.7081
2288 321.1895 -176.3279 459.3915
2289 317.8749 -175.2551 471.5154
2290 321.3288 -195.8687 425.2802
2291 313.0886 -191.9964 458.6166
2292 309.9580 -190.7752 470.5272
2293 315.8951 -157.3053 497.3359
2294 309.6884 -155.9135 511.2397
2295 302.4732 -154.4002 525.7418
2296 309.1862 -172.9887 495.6710
2297 303.2617 -171.3635 509.2796
2298 296.3648 -169.5973 523.4827
2299 301.7851 -188.1220 494.0822
2300 296.1795 -186.2377 507.3975
2301 289.6517 -184.1865 521.2944
2302 279.6638 254.3800 424.1683
2303 273.1893 248.8094 456.5927
2304 270.8716 246.8925 467.9372
2305 291.2115 240.6917 424.3264
2306 284.2810 235.5614 456.8816
2307 281.7555 233.8330 468.3079
2308 302.0126 226.3528 424.5734
2309 294.6315 221.6530 457.3322
2310 291.8987 220.1039 468.8854
2311 265.0747 242.2795 489.8398
2312 261.0513 239.0683 502.2760
2313 256.4636 235.4771 515.1661
2314 275.3426 229.7676 490.4565
2315 270.8975 226.9299 503.0321
2316 265.7846 223.7842 516.0920
2317 284.8742 216.5503 491.4098
2318 280.0156 214.0599 504.1922
2319 274.3894 211.3206 517.4969
2320 246.4304 228.1114 539.4937
2321 241.1988 224.8029 550.0089
2322 235.7679 222.1426 559.1315
2323 254.3014 217.5334 540.9282
2324 248.0167 214.9197 551.9086
2325 241.1988 213.0199 561.7917
2326 261.5059 206.0342 543.0231
2327 254.3014 203.9393 554.5223
2328 246.4304 202.5048 565.1003
2329 274.4158 180.4064 548.3320
2330 265.8107 179.0007 560.7966
2331 256.4893 178.0742 572.4905
2332 280.2265 166.3902 551.2281
2333 271.1065 165.2232 564.1068
2334 261.2572 164.4627 576.2527
2335 285.5860 151.6767 554.1445
2336 276.0480 150.7000 567.3912
2337 265.7696 150.0685 579.9279
2338 294.8609 120.4763 559.6439
2339 284.6993 119.7939 573.4929
2340 273.7790 119.3565 586.6529
2341 298.7310 104.1368 562.0794
2342 288.3384 103.5763 576.1661
2343 277.1793 103.2182 589.5673
2344 302.0593 87.3949 564.2408
2345 291.4817 86.9441 578.5250
2346 280.1307 86.6566 592.1245
2347 307.0005 52.9727 567.5590
2348 296.1704 52.7156 582.1242
2349 284.5566 52.5520 596.0035
2350 308.5753 35.4268 568.6448
2351 297.6703 35.2581 583.2964
2352 285.9783 35.1509 597.2607
2353 309.5314 17.7469 569.3143
2354 298.5833 17.6634 584.0172
2355 286.8456 17.6103 598.0317
2356 309.5315 -17.7469 569.3144
2357 298.5833 -17.6634 584.0172
2358 286.8457 -17.6103 598.0317
2359 308.5753 -35.4268 568.6449
2360 297.6703 -35.2581 583.2964
2361 285.9783 -35.1509 597.2607
2362 307.0006 -52.9727 567.5590
2363 296.1704 -52.7156 582.1243
2364 284.5566 -52.5520 596.0035
2365 302.0593 -87.3949 564.2408
2366 291.4817 -86.9441 578.5250
2367 280.1307 -86.6566 592.1246
2368 298.7310 -104.1368 562.0795
2369 288.3384 -103.5764 576.1661
2370 277.1793 -103.2182 589.5673
2371 294.8609 -120.4763 559.6439
2372 284.6994 -119.7939 573.4930
2373 273.7790 -119.3565 586.6529
2374 285.5859 -151.6767 554.1445
2375 276.0480 -150.7000 567.3912
2376 265.7695 -150.0686 579.9280
2377 280.2265 -166.3902 551.2281
2378 271.1065 -165.2231 564.1068
2379 261.2572 -164.4627 576.2526
2380 274.4158 -180.4064 548.3320
2381 265.8107 -179.0006 560.7966
2382 256.4893 -178.0742 572.4904
2383 261.5059 -206.0342 543.0231
2384 254.3014 -203.9392 554.5223
2385 246.4304 -202.5048 565.1003
2386 254.3014 -217.5334 540.9281
2387 248.0167 -214.9197 551.9086
2388 241.1988 -213.0199 561.7917
2389 246.4304 -228.1114 539.4937
2390 241.1988 -224.8028 550.0088
2391 235.7679 -222.1426 559.1315
2392 284.8742 -216.5503 491.4098
2393 280.0156 -214.0599 504.1922
2394 274.3893 -211.3206 517.4969
2395 275.3426 -229.7676 490.4565
2396 270.8975 -226.9299 503.0321
2397 265.7846 -223.7842 516.0920
2398 265.0747 -242.2795 489.8398
2399 261.0513 -239.0683 502.2760
2400 256.4636 -235.4771 515.1661
2401 302.0126 -226.3528 424.5734
2402 294.6315 -221.6530 457.3322
2403 291.8987 -220.1039 468.8855
2404 291.2116 -240.6917 424.3264
2405 284.2809 -235.5614 456.8816
2406 281.7555 -233.8330 468.3079
2407 279.6638 -254.3800 424.1683
2408 273.1893 -248.8094 456.5927
2409 270.8715 -246.8925 467.9372
2410 195.8687 -321.3289 425.2802
2411 191.9964 -313.0886 458.6165
2412 190.7752 -309.9581 470.5272
2413 179.8042 -329.8271 425.7081
2414 176.3279 -321.1895 459.3915
2415 175.2551 -317.8749 471.5154
2416 163.2502 -337.5452 426.1613
2417 160.1585 -328.5381 460.2106
2418 159.2242 -325.0528 472.5586
2419 188.1220 -301.7851 494.0822
2420 186.2378 -296.1795 507.3975
2421 184.1865 -289.6517 521.2944
2422 172.9887 -309.1862 495.6709
2423 171.3635 -303.2617 509.2797
2424 169.5973 -296.3648 523.4827
2425 157.3053 -315.8951 497.3359
2426 155.9135 -309.6884 511.2397
2427 154.4002 -302.4732 525.7418
2428 128.8521 -350.6198 427.0706
2429 126.4973 -340.9765 461.8488
2430 125.8124 -337.1992 474.6404
2431 111.1019 -355.9640 427.4956
2432 109.1010 -346.0594 462.6121
2433 108.5285 -342.1635 475.6082
2434 93.0496 -360.5027 427.8836
2435 91.3946 -350.3763 463.3077
2436 90.9279 -346.3802 476.4894
2437 124.4809 -327.2626 500.6212
2438 123.4905 -320.6023 515.0746
2439 122.4088 -312.8866 530.1155
2440 107.4436 -331.9203 502.1318
2441 106.6267 -325.0862 516.8242
2442 105.7320 -317.1811 532.0931
2443 90.0637 -335.8837 503.4989
2444 89.4054 -328.9081 518.4012
2445 88.6825 -320.8498 533.8670
2446 56.2364 -367.1341 428.4987
2447 55.2543 -356.6858 464.4085
2448 54.9834 -352.5457 477.8818
2449 37.5757 -369.2149 428.7057
2450 36.9232 -358.6668 464.7783
2451 36.7445 -354.4827 478.3491
2452 18.8133 -370.4666 428.8354
2453 18.4877 -359.8589 465.0097
2454 18.3989 -355.6486 478.6413
2455 54.4998 -341.6936 505.6444
2456 54.1243 -334.5228 520.8641
2457 53.7102 -326.2551 536.6227
2458 36.4294 -343.5240 506.3598
2459 36.1831 -336.2957 521.6819
2460 35.9111 -327.9663 537.5334
2461 18.2435 -344.6279 506.8057
2462 18.1216 -337.3662 522.1902
2463 17.9869 -329.0014 538.0981
2464 -18.8133 -370.4666 428.8354
2465 -18.4877 -359.8590 465.0097
2466 -18.3989 -355.6487 478.6413
2467 -37.5757 -369.2150 428.7057
2468 -36.9232 -358.6668 464.7783
2469 -36.7445 -354.4827 478.3491
2470 -56.2364 -367.1341 428.4987
2471 -55.2543 -356.6858 464.4085
2472 -54.9834 -352.5458 477.8819
2473 -18.2435 -344.6279 506.8055
2474 -18.1217 -337.3662 522.1902
2475 -17.9869 -329.0014 538.0980
2476 -36.4294 -343.5241 506.3597
2477 -36.1831 -336.2957 521.6819
2478 -35.9111 -327.9664 537.5333
2479 -54.4998 -341.6936 505.6444
2480 -54.1243 -334.5228 520.8641
2481 -53.7102 -326.2551 536.6226
2482 -93.0496 -360.5027 427.8836
2483 -91.3946 -350.3764 463.3077
2484 -90.9279 -346.3803 476.4894
2485 -111.1019 -355.9640 427.4957
2486 -109.1010 -346.0594 462.6121
2487 -108.5285 -342.1635 475.6082
2488 -128.8521 -350.6198 427.0707
2489 -126.4973 -340.9765 461.8488
2490 -125.8124 -337.1992 474.6404
2491 -90.0637 -335.8838 503.4989
2492 -89.4054 -328.9081 518.4012
2493 -88.6825 -320.8498 533.8670
2494 -107.4436 -331.9204 502.1318
2495 -106.6267 -325.0862 516.8242
2496 -105.7320 -317.1811 532.0930
2497 -124.4809 -327.2625 500.6212
2498 -123.4905 -320.6023 515.0746
2499 -122.4088 -312.8866 530.1155
2500 -163.2502 -337.5451 426.1613
2501 -160.1585 -328.5381 460.2106
2502 -159.2241 -325.0528 472.5586
2503 -179.8042 -329.8271 425.7081
2504 -176.3279 -321.1895 459.3915
2505 -175.2551 -317.8749 471.5154
2506 -195.8687 -321.3288 425.2802
2507 -191.9964 -313.0886 458.6166
2508 -190.7752 -309.9580 470.5272
2509 -157.3053 -315.8951 497.3359
2510 -155.9135 -309.6884 511.2397
2511 -154.4002 -302.4732 525.7418
2512 -172.9887 -309.1862 495.6710
2513 -171.3635 -303.2617 509.2796
2514 -169.5973 -296.3648 523.4827
2515 -188.1220 -301.7851 494.0822
2516 -186.2377 -296.1795 507.3975
2517 -184.1865 -289.6517 521.2944
2518 254.3800 -279.6638 424.1683
2519 248.8094 -273.1893 456.5927
2520 246.8925 -270.8716 467.9372
2521 240.6917 -291.2115 424.3264
2522 235.5614 -284.2810 456.8816
2523 233.8330 -281.7555 468.3079
2524 226.3528 -302.0126 424.5734
2525 221.6530 -294.6315 457.3322
2526 220.1039 -291.8987 468.8854
2527 242.2795 -265.0747 489.8398
2528 239.0683 -261.0513 502.2760
2529 235.4771 -256.4636 515.1661
2530 229.7676 -275.3426 490.4565
2531 226.9299 -270.8975 503.0321
2532 223.7842 -265.7846 516.0920
2533 216.5503 -284.8742 491.4098
2534 214.0599 -280.0156 504.1922
2535 211.3206 -274.3894 517.4969
2536 228.1114 -246.4304 539.4937
2537 224.8029 -241.1988 550.0089
2538 222.1426 -235.7679 559.1315
2539 217.5334 -254.3014 540.9282
2540 214.9197 -248.0167 551.9086
2541 213.0199 -241.1988 561.7917
2542 206.0342 -261.5059 543.0231
2543 203.9392 -254.3014 554.5223
2544 202.5048 -246.4304 565.1003
2545 180.4064 -274.4158 548.3320
2546 179.0007 -265.8107 560.7966
2547 178.0742 -256.4893 572.4904
2548 166.3902 -280.2265 551.2281
2549 165.2231 -271.1065 564.1068
2550 164.4627 -261.2571 576.2527
2551 151.6767 -285.5860 554.1446
2552 150.7000 -276.0480 567.3912
2553 150.0685 -265.7696 579.9280
2554 120.4763 -294.8609 559.6439
2555 119.7939 -284.6993 573.4930
2556 119.3565 -273.7790 586.6529
2557 104.1368 -298.7311 562.0794
2558 103.5764 -288.3384 576.1661
2559 103.2182 -277.1793 589.5673
2560 87.3949 -302.0593 564.2408
2561 86.9441 -291.4816 578.5249
2562 86.6566 -280.1306 592.1245
2563 52.9727 -307.0006 567.5590
2564 52.7156 -296.1704 582.1243
2565 52.5520 -284.5566 596.0035
2566 35.4268 -308.5753 568.6449
2567 35.2581 -297.6703 583.2964
2568 35.1509 -285.9783 597.2608
2569 17.7469 -309.5315 569.3143
2570 17.6634 -298.5833 584.0172
2571 17.6103 -286.8456 598.0317
2572 -17.7469 -309.5315 569.3143
2573 -17.6634 -298.5832 584.0172
2574 -17.6103 -286.8456 598.0317
2575 -35.4268 -308.5753 568.6448
2576 -35.2581 -297.6703 583.2964
2577 -35.1509 -285.9782 597.2608
2578 -52.9727 -307.0005 567.5590
2579 -52.7156 -296.1704 582.1243
2580 -52.5520 -284.5566 596.0035
2581 -87.3949 -302.0593 564.2408
2582 -86.9441 -291.4816 578.5248
2583 -86.6566 -280.1307 592.1246
2584 -104.1368 -298.7310 562.0794
2585 -103.5764 -288.3384 576.1661
2586 -103.2182 -277.1793 589.5673
2587 -120.4763 -294.8609 559.6439
2588 -119.7939 -284.6993 573.4929
2589 -119.3565 -273.7790 586.6529
2590 -151.6767 -285.5860 554.1445
2591 -150.7000 -276.0480 567.3912
2592 -150.0685 -265.7696 579.9280
2593 -166.3902 -280.2265 551.2281
2594 -165.2231 -271.1064 564.1069
2595 -164.4626 -261.2571 576.2527
2596 -180.4064 -274.4158 548.3320
2597 -179.0007 -265.8107 560.7966
2598 -178.0742 -256.4893 572.4904
2599 -206.0342 -261.5059 543.0231
2600 -203.9392 -254.3014 554.5223
2601 -202.5048 -246.4304 565.1003
2602 -217.5334 -254.3014 540.9282
2603 -214.9197 -248.0167 551.9086
2604 -213.0199 -241.1988 561.7917
2605 -228.1114 -246.4304 539.4937
2606 -224.8028 -241.1988 550.0088
2607 -222.1426 -235.7679 559.1315
2608 -216.5503 -284.8742 491.4098
2609 -214.0599 -280.0156 504.1922
2610 -211.3206 -274.3894 517.4969
2611 -229.7676 -275.3426 490.4564
2612 -226.9299 -270.8974 503.0321
2613 -223.7842 -265.7846 516.0920
2614 -242.2794 -265.0747 489.8399
2615 -239.0683 -261.0512 502.2760
2616 -235.4771 -256.4636 515.1661
2617 -226.3528 -302.0126 424.5734
