!
43243
dfdsf
fdsfdsfffffffffffffffffffffffffffffffffffffffffffffffddsfdsfdsdsfsdfdsfdssdfsdfsfd
fdsf
sfddsf
!

ind	x       y        z
4547 406.6461 -61.2731 291.0189
4548 426.8931 -42.5364 230.1381
4549 422.4278 -42.1362 245.3582
4550 417.9624 -41.7360 260.5784
4551 413.4971 -41.3358 275.7988
4552 409.0317 -40.9356 291.0189
4553 397.0359 -165.9002 230.1381
4554 392.9474 -164.3231 245.3582
4555 388.8588 -162.7460 260.5784
4556 384.7703 -161.1689 275.7988
4557 380.6818 -159.5917 291.0189
4558 404.4397 -146.0869 230.1381
4559 400.2584 -144.7018 245.3582
4560 396.0770 -143.3167 260.5784
4561 391.8957 -141.9315 275.7988
4562 387.7143 -140.5464 291.0189
4563 410.8882 -125.9058 230.1381
4564 406.6256 -124.7147 245.3582
4565 402.3630 -123.5236 260.5784
4566 398.1004 -122.3326 275.7988
4567 393.8379 -121.1415 291.0189
4568 358.1675 -240.4902 230.1381
4569 354.5549 -238.1707 245.3582
4570 350.9423 -235.8512 260.5784
4571 347.3296 -233.5317 275.7988
4572 343.7170 -231.2122 291.0189
4573 369.2381 -222.6373 230.1381
4574 365.4923 -220.4990 245.3582
4575 361.7465 -218.3607 260.5784
4576 358.0007 -216.2224 275.7988
4577 354.2550 -214.0841 291.0189
4578 379.4180 -204.2232 230.1381
4579 375.5480 -202.2691 245.3582
4580 371.6780 -200.3152 260.5784
4581 367.8080 -198.3611 275.7988
4582 363.9379 -196.4071 291.0189
4583 305.4144 -305.4144 230.1381
4584 302.4077 -302.4076 245.3582
4585 299.4009 -299.4009 260.5784
4586 296.3941 -296.3941 275.7988
4587 293.3874 -293.3874 291.0189
4588 319.8227 -290.2380 230.1381
4589 316.6552 -287.3968 245.3582
4590 313.4877 -284.5555 260.5784
4591 310.3202 -281.7143 275.7988
4592 307.1527 -278.8731 291.0189
4593 333.4348 -274.3315 230.1381
4594 330.1122 -271.6603 245.3582
4595 326.7896 -268.9890 260.5784
4596 323.4669 -266.3177 275.7988
4597 320.1443 -263.6465 291.0189
4598 240.4902 -358.1675 230.1381
4599 238.1707 -354.5549 245.3582
4600 235.8512 -350.9423 260.5784
4601 233.5317 -347.3297 275.7988
4602 231.2122 -343.7170 291.0189
4603 257.7354 -346.2249 230.1381
4604 255.2382 -342.7536 245.3582
4605 252.7409 -339.2823 260.5784
4606 250.2437 -335.8110 275.7988
4607 247.7464 -332.3398 291.0189
4608 274.3315 -333.4348 230.1381
4609 271.6602 -330.1122 245.3582
4610 268.9890 -326.7896 260.5784
4611 266.3177 -323.4669 275.7988
4612 263.6464 -320.1443 291.0189
4613 165.9002 -397.0358 230.1381
4614 164.3231 -392.9473 245.3582
4615 162.7460 -388.8588 260.5784
4616 161.1689 -384.7703 275.7988
4617 159.5917 -380.6818 291.0189
4618 185.2950 -388.6897 230.1381
4619 183.5282 -384.7052 245.3582
4620 181.7613 -380.7207 260.5784
4621 179.9945 -376.7362 275.7988
4622 178.2276 -372.7517 291.0189
4623 204.2232 -379.4181 230.1381
4624 202.2692 -375.5480 245.3582
4625 200.3152 -371.6780 260.5784
4626 198.3612 -367.8080 275.7988
4627 196.4071 -363.9380 291.0189
4628 84.6464 -420.8701 230.1381
4629 83.8483 -416.4811 245.3582
4630 83.0503 -412.0922 260.5784
4631 82.2523 -407.7032 275.7988
4632 81.4543 -403.3142 291.0189
4633 105.4084 -416.3690 230.1381
4634 104.4132 -412.0371 245.3582
4635 103.4179 -407.7053 260.5784
4636 102.4226 -403.3733 275.7988
4637 101.4273 -399.0414 291.0189
4638 125.9058 -410.8882 230.1381
4639 124.7147 -406.6256 245.3582
4640 123.5237 -402.3630 260.5784
4641 122.3326 -398.1004 275.7988
4642 121.1415 -393.8378 291.0189
4643 -0.0000 -428.9093 230.1381
4644 -0.0000 -424.4184 245.3582
4645 -0.0000 -419.9275 260.5784
4646 -0.0000 -415.4366 275.7988
4647 -0.0000 -410.9456 291.0189
4648 21.2948 -428.4045 230.1381
4649 21.0946 -423.9200 245.3582
4650 20.8943 -419.4355 260.5784
4651 20.6941 -414.9509 275.7988
4652 20.4938 -410.4664 291.0189
4653 42.5364 -426.8931 230.1381
4654 42.1362 -422.4278 245.3582
4655 41.7360 -417.9624 260.5784
4656 41.3358 -413.4971 275.7988
4657 40.9355 -409.0317 291.0189
4658 -84.6464 -420.8701 230.1381
4659 -83.8483 -416.4811 245.3582
4660 -83.0503 -412.0922 260.5784
4661 -82.2523 -407.7032 275.7988
4662 -81.4543 -403.3142 291.0189
4663 -63.6713 -424.3801 230.1381
4664 -63.0718 -419.9466 245.3582
4665 -62.4722 -415.5131 260.5784
4666 -61.8726 -411.0796 275.7988
4667 -61.2731 -406.6461 291.0189
4668 -42.5364 -426.8932 230.1381
4669 -42.1362 -422.4278 245.3582
4670 -41.7360 -417.9625 260.5784
4671 -41.3358 -413.4971 275.7988
4672 -40.9356 -409.0317 291.0189
4673 -165.9002 -397.0359 230.1381
4674 -164.3231 -392.9474 245.3582
4675 -162.7460 -388.8588 260.5784
4676 -161.1688 -384.7703 275.7988
4677 -159.5917 -380.6818 291.0189
4678 -146.0869 -404.4397 230.1381
4679 -144.7018 -400.2583 245.3582
4680 -143.3167 -396.0770 260.5784
4681 -141.9315 -391.8956 275.7988
4682 -140.5464 -387.7143 291.0189
4683 -125.9058 -410.8882 230.1381
4684 -124.7147 -406.6256 245.3582
4685 -123.5236 -402.3630 260.5784
4686 -122.3326 -398.1004 275.7988
4687 -121.1415 -393.8378 291.0189
4688 -240.4902 -358.1674 230.1381
4689 -238.1707 -354.5548 245.3582
4690 -235.8512 -350.9422 260.5784
4691 -233.5317 -347.3296 275.7988
4692 -231.2122 -343.7170 291.0189
4693 -222.6374 -369.2380 230.1381
4694 -220.4990 -365.4922 245.3582
4695 -218.3607 -361.7465 260.5784
4696 -216.2224 -358.0007 275.7988
4697 -214.0841 -354.2549 291.0189
4698 -204.2232 -379.4180 230.1381
4699 -202.2692 -375.5480 245.3582
4700 -200.3152 -371.6780 260.5784
4701 -198.3612 -367.8080 275.7988
4702 -196.4071 -363.9379 291.0189
4703 -305.4143 -305.4144 230.1381
4704 -302.4076 -302.4077 245.3582
4705 -299.4008 -299.4009 260.5784
4706 -296.3941 -296.3941 275.7988
4707 -293.3873 -293.3874 291.0189
4708 -290.2380 -319.8227 230.1381
4709 -287.3968 -316.6552 245.3582
4710 -284.5555 -313.4877 260.5784
4711 -281.7144 -310.3202 275.7988
4712 -278.8731 -307.1527 291.0189
4713 -274.3315 -333.4347 230.1381
4714 -271.6603 -330.1121 245.3582
4715 -268.9890 -326.7895 260.5784
4716 -266.3177 -323.4669 275.7988
4717 -263.6465 -320.1443 291.0189
4718 -358.1675 -240.4902 230.1381
4719 -354.5548 -238.1707 245.3582
4720 -350.9422 -235.8512 260.5784
4721 -347.3296 -233.5317 275.7988
4722 -343.7170 -231.2123 291.0189
4723 -346.2249 -257.7355 230.1381
4724 -342.7536 -255.2382 245.3582
4725 -339.2823 -252.7410 260.5784
4726 -335.8110 -250.2437 275.7988
4727 -332.3398 -247.7465 291.0189
4728 -333.4347 -274.3315 230.1381
4729 -330.1121 -271.6603 245.3582
4730 -326.7895 -268.9890 260.5784
4731 -323.4669 -266.3177 275.7988
4732 -320.1442 -263.6465 291.0189
4733 -397.0358 -165.9003 230.1381
4734 -392.9473 -164.3232 245.3582
4735 -388.8588 -162.7460 260.5784
4736 -384.7703 -161.1689 275.7988
4737 -380.6818 -159.5918 291.0189
4738 -388.6897 -185.2951 230.1381
4739 -384.7052 -183.5282 245.3582
4740 -380.7207 -181.7614 260.5784
4741 -376.7362 -179.9945 275.7988
4742 -372.7516 -178.2276 291.0189
4743 -379.4180 -204.2232 230.1381
4744 -375.5480 -202.2692 245.3582
4745 -371.6780 -200.3152 260.5784
4746 -367.8080 -198.3612 275.7988
4747 -363.9379 -196.4072 291.0189
4748 -420.8701 -84.6464 230.1381
4749 -416.4811 -83.8484 245.3582
4750 -412.0922 -83.0503 260.5784
4751 -407.7032 -82.2523 275.7988
4752 -403.3142 -81.4543 291.0189
4753 -416.3690 -105.4085 230.1381
4754 -412.0371 -104.4132 245.3582
4755 -407.7053 -103.4179 260.5784
4756 -403.3733 -102.4226 275.7988
4757 -399.0414 -101.4273 291.0189
4758 -410.8882 -125.9058 230.1381
4759 -406.6256 -124.7147 245.3582
4760 -402.3630 -123.5237 260.5784
4761 -398.1004 -122.3326 275.7988
4762 -393.8378 -121.1415 291.0189
4763 -428.9093 0.0000 230.1381
4764 -424.4184 0.0000 245.3582
4765 -419.9275 0.0000 260.5784
4766 -415.4366 0.0000 275.7988
4767 -410.9456 0.0000 291.0189
4768 -428.4045 -21.2949 230.1381
4769 -423.9200 -21.0946 245.3582
4770 -419.4355 -20.8943 260.5784
4771 -414.9509 -20.6941 275.7988
4772 -410.4664 -20.4938 291.0189
4773 -426.8931 -42.5364 230.1381
4774 -422.4278 -42.1362 245.3582
4775 -417.9624 -41.7360 260.5784
4776 -413.4971 -41.3358 275.7988
4777 -409.0317 -40.9356 291.0189
4778 -420.8700 84.6464 230.1381
4779 -416.4811 83.8484 245.3582
4780 -412.0921 83.0503 260.5784
4781 -407.7032 82.2523 275.7988
4782 -403.3142 81.4543 291.0189
4783 -424.3800 63.6714 230.1381
4784 -419.9466 63.0718 245.3582
4785 -415.5131 62.4722 260.5784
4786 -411.0796 61.8727 275.7988
4787 -406.6461 61.2731 291.0189
4788 -426.8931 42.5364 230.1381
4789 -422.4278 42.1362 245.3582
4790 -417.9624 41.7360 260.5784
4791 -413.4971 41.3358 275.7988
4792 -409.0317 40.9356 291.0189
4793 -397.0359 165.9003 230.1381
4794 -392.9474 164.3232 245.3582
4795 -388.8588 162.7460 260.5784
4796 -384.7703 161.1689 275.7988
4797 -380.6818 159.5918 291.0189
4798 -404.4397 146.0869 230.1381
4799 -400.2583 144.7018 245.3582
4800 -396.0770 143.3167 260.5784
4801 -391.8956 141.9316 275.7988
4802 -387.7143 140.5465 291.0189
4803 -410.8882 125.9058 230.1381
4804 -406.6256 124.7148 245.3582
4805 -402.3630 123.5237 260.5784
4806 -398.1004 122.3326 275.7988
4807 -393.8378 121.1415 291.0189
4808 -358.1675 240.4901 230.1381
4809 -354.5549 238.1707 245.3582
4810 -350.9423 235.8512 260.5784
4811 -347.3296 233.5317 275.7988
4812 -343.7170 231.2122 291.0189
4813 -369.2381 222.6373 230.1381
4814 -365.4923 220.4990 245.3582
4815 -361.7465 218.3607 260.5784
4816 -358.0007 216.2224 275.7988
4817 -354.2550 214.0841 291.0189
4818 -379.4180 204.2232 230.1381
4819 -375.5480 202.2692 245.3582
4820 -371.6780 200.3152 260.5784
4821 -367.8080 198.3612 275.7988
4822 -363.9379 196.4071 291.0189
4823 -305.4144 305.4144 230.1381
4824 -302.4077 302.4076 245.3582
4825 -299.4009 299.4009 260.5784
4826 -296.3941 296.3941 275.7988
4827 -293.3874 293.3874 291.0189
4828 -319.8227 290.2380 230.1381
4829 -316.6552 287.3968 245.3582
4830 -313.4877 284.5555 260.5784
4831 -310.3202 281.7143 275.7988
4832 -307.1527 278.8731 291.0189
4833 -333.4348 274.3315 230.1381
4834 -330.1122 271.6602 245.3582
4835 -326.7896 268.9890 260.5784
4836 -323.4669 266.3177 275.7988
4837 -320.1443 263.6464 291.0189
4838 -240.4902 358.1675 230.1381
4839 -238.1707 354.5549 245.3582
4840 -235.8512 350.9423 260.5784
4841 -233.5317 347.3297 275.7988
4842 -231.2122 343.7170 291.0189
4843 -257.7354 346.2249 230.1381
4844 -255.2382 342.7536 245.3582
4845 -252.7410 339.2823 260.5784
4846 -250.2437 335.8110 275.7988
4847 -247.7465 332.3398 291.0189
4848 -274.3315 333.4348 230.1381
4849 -271.6603 330.1122 245.3582
4850 -268.9890 326.7896 260.5784
4851 -266.3177 323.4669 275.7988
4852 -263.6465 320.1443 291.0189
4853 -165.9002 397.0359 230.1381
4854 -164.3231 392.9474 245.3582
4855 -162.7460 388.8588 260.5784
4856 -161.1688 384.7703 275.7988
4857 -159.5917 380.6818 291.0189
4858 -185.2950 388.6898 230.1381
4859 -183.5282 384.7052 245.3582
4860 -181.7613 380.7207 260.5784
4861 -179.9945 376.7362 275.7988
4862 -178.2276 372.7516 291.0189
4863 -204.2232 379.4181 230.1381
4864 -202.2692 375.5480 245.3582
4865 -200.3152 371.6780 260.5784
4866 -198.3611 367.8080 275.7988
4867 -196.4071 363.9380 291.0189
4868 -84.6463 420.8701 230.1381
4869 -83.8483 416.4811 245.3582
4870 -83.0503 412.0922 260.5784
4871 -82.2523 407.7032 275.7988
4872 -81.4542 403.3142 291.0189
4873 -105.4084 416.3691 230.1381
4874 -104.4131 412.0372 245.3582
4875 -103.4179 407.7053 260.5784
4876 -102.4226 403.3734 275.7988
4877 -101.4273 399.0415 291.0189
4878 -125.9058 410.8882 230.1381
4879 -124.7147 406.6256 245.3582
4880 -123.5236 402.3630 260.5784
4881 -122.3326 398.1004 275.7988
4882 -121.1415 393.8378 291.0189
4883 -21.2949 428.4045 230.1381
4884 -21.0946 423.9200 245.3582
4885 -20.8943 419.4355 260.5784
4886 -20.6941 414.9509 275.7988
4887 -20.4938 410.4664 291.0189
4888 -42.5364 426.8931 230.1381
4889 -42.1362 422.4278 245.3582
4890 -41.7360 417.9624 260.5784
4891 -41.3358 413.4971 275.7988
4892 -40.9355 409.0317 291.0189
4893 21.2949 428.4045 230.1381
4894 21.0946 423.9200 245.3582
4895 20.8943 419.4355 260.5784
4896 20.6941 414.9509 275.7988
4897 20.4938 410.4664 291.0189
4898 105.4084 416.3691 230.1381
4899 104.4132 412.0372 245.3582
4900 103.4179 407.7053 260.5784
4901 102.4226 403.3733 275.7988
4902 101.4273 399.0414 291.0189
4903 185.2950 388.6897 230.1381
4904 183.5282 384.7052 245.3582
4905 181.7613 380.7207 260.5784
4906 179.9944 376.7362 275.7988
4907 178.2276 372.7516 291.0189
4908 257.7354 346.2249 230.1381
4909 255.2382 342.7536 245.3582
4910 252.7409 339.2823 260.5784
4911 250.2437 335.8110 275.7988
4912 247.7465 332.3398 291.0189
4913 319.8227 290.2380 230.1381
4914 316.6552 287.3968 245.3582
4915 313.4877 284.5555 260.5784
4916 310.3202 281.7144 275.7988
4917 307.1527 278.8731 291.0189
4918 369.2381 222.6373 230.1381
4919 365.4923 220.4990 245.3582
4920 361.7465 218.3607 260.5784
4921 358.0007 216.2224 275.7988
4922 354.2549 214.0841 291.0189
4923 404.4397 146.0869 230.1381
4924 400.2584 144.7018 245.3582
4925 396.0770 143.3167 260.5784
4926 391.8957 141.9316 275.7988
4927 387.7143 140.5465 291.0189
4928 424.3801 63.6713 230.1381
4929 419.9466 63.0718 245.3582
4930 415.5131 62.4722 260.5784
4931 411.0796 61.8726 275.7988
4932 406.6461 61.2731 291.0189
4933 428.4045 -21.2949 230.1381
4934 423.9200 -21.0946 245.3582
4935 419.4355 -20.8944 260.5784
4936 414.9509 -20.6941 275.7988
4937 410.4664 -20.4938 291.0189
4938 416.3691 -105.4084 230.1381
4939 412.0372 -104.4132 245.3582
4940 407.7053 -103.4179 260.5784
4941 403.3733 -102.4226 275.7988
4942 399.0414 -101.4273 291.0189
4943 388.6898 -185.2950 230.1381
4944 384.7052 -183.5282 245.3582
4945 380.7207 -181.7613 260.5784
4946 376.7362 -179.9944 275.7988
4947 372.7516 -178.2276 291.0189
4948 346.2249 -257.7354 230.1381
4949 342.7536 -255.2382 245.3582
4950 339.2823 -252.7409 260.5784
4951 335.8110 -250.2437 275.7988
4952 332.3398 -247.7464 291.0189
4953 290.2380 -319.8227 230.1381
4954 287.3968 -316.6552 245.3582
4955 284.5555 -313.4877 260.5784
4956 281.7144 -310.3202 275.7988
4957 278.8731 -307.1527 291.0189
4958 222.6373 -369.2381 230.1381
4959 220.4990 -365.4923 245.3582
4960 218.3607 -361.7465 260.5784
4961 216.2224 -358.0007 275.7988
4962 214.0841 -354.2549 291.0189
4963 146.0869 -404.4397 230.1381
4964 144.7018 -400.2584 245.3582
4965 143.3167 -396.0770 260.5784
4966 141.9316 -391.8957 275.7988
4967 140.5465 -387.7143 291.0189
4968 63.6713 -424.3801 230.1381
4969 63.0718 -419.9466 245.3582
4970 62.4722 -415.5131 260.5784
4971 61.8726 -411.0796 275.7988
4972 61.2731 -406.6461 291.0189
4973 -21.2949 -428.4045 230.1381
4974 -21.0946 -423.9200 245.3582
4975 -20.8944 -419.4355 260.5784
4976 -20.6941 -414.9510 275.7988
4977 -20.4938 -410.4664 291.0189
4978 -105.4084 -416.3691 230.1381
4979 -104.4131 -412.0372 245.3582
4980 -103.4179 -407.7053 260.5784
4981 -102.4226 -403.3734 275.7988
4982 -101.4273 -399.0415 291.0189
4983 -185.2950 -388.6897 230.1381
4984 -183.5282 -384.7052 245.3582
4985 -181.7613 -380.7207 260.5784
4986 -179.9944 -376.7362 275.7988
4987 -178.2276 -372.7516 291.0189
4988 -257.7354 -346.2249 230.1381
4989 -255.2382 -342.7536 245.3582
4990 -252.7409 -339.2823 260.5784
4991 -250.2437 -335.8110 275.7988
4992 -247.7465 -332.3398 291.0189
4993 -319.8227 -290.2380 230.1381
4994 -316.6552 -287.3968 245.3582
4995 -313.4876 -284.5556 260.5784
4996 -310.3202 -281.7144 275.7988
4997 -307.1527 -278.8731 291.0189
4998 -369.2380 -222.6374 230.1381
4999 -365.4922 -220.4991 245.3582
5000 -361.7465 -218.3607 260.5784
5001 -358.0007 -216.2224 275.7988
5002 -354.2549 -214.0842 291.0189
5003 -404.4397 -146.0869 230.1381
5004 -400.2584 -144.7018 245.3582
5005 -396.0770 -143.3167 260.5784
5006 -391.8957 -141.9316 275.7988
5007 -387.7143 -140.5465 291.0189
5008 -424.3801 -63.6714 230.1381
5009 -419.9466 -63.0718 245.3582
5010 -415.5131 -62.4722 260.5784
5011 -411.0796 -61.8727 275.7988
5012 -406.6461 -61.2731 291.0189
5013 -428.4045 21.2949 230.1381
5014 -423.9200 21.0946 245.3582
5015 -419.4355 20.8944 260.5784
5016 -414.9509 20.6941 275.7988
5017 -410.4664 20.4938 291.0189
5018 -416.3690 105.4085 230.1381
5019 -412.0371 104.4132 245.3582
5020 -407.7053 103.4179 260.5784
5021 -403.3733 102.4226 275.7988
5022 -399.0414 101.4273 291.0189
5023 -388.6897 185.2950 230.1381
5024 -384.7052 183.5282 245.3582
5025 -380.7207 181.7613 260.5784
5026 -376.7361 179.9945 275.7988
5027 -372.7516 178.2276 291.0189
5028 -346.2249 257.7354 230.1381
5029 -342.7537 255.2382 245.3582
5030 -339.2823 252.7409 260.5784
5031 -335.8111 250.2437 275.7988
5032 -332.3398 247.7464 291.0189
5033 -290.2380 319.8227 230.1381
5034 -287.3968 316.6552 245.3582
5035 -284.5556 313.4876 260.5784
5036 -281.7144 310.3202 275.7988
5037 -278.8731 307.1527 291.0189
5038 -222.6374 369.2381 230.1381
5039 -220.4991 365.4923 245.3582
5040 -218.3607 361.7465 260.5784
5041 -216.2224 358.0007 275.7988
5042 -214.0841 354.2549 291.0189
5043 -146.0869 404.4397 230.1381
5044 -144.7018 400.2584 245.3582
5045 -143.3167 396.0770 260.5784
5046 -141.9316 391.8957 275.7988
5047 -140.5464 387.7143 291.0189
5048 -63.6713 424.3801 230.1381
5049 -63.0718 419.9466 245.3582
5050 -62.4722 415.5131 260.5784
5051 -61.8726 411.0796 275.7988
5052 -61.2731 406.6461 291.0189
5053 0.0000 410.9457 291.0189
5054 0.0000 415.4366 275.7988
5055 0.0000 419.9275 260.5784
5056 0.0000 424.4184 245.3582
5057 0.0000 428.9093 230.1381
5058 133.9930 439.4977 128.0582
5059 132.6138 434.6283 145.4301
5060 131.2346 429.7590 162.8020
5061 129.8553 424.8896 180.1739
5062 128.4761 420.0202 197.5459
5063 217.4681 405.4402 128.0582
5064 215.2099 401.0098 145.4301
5065 212.9517 396.5793 162.8020
5066 210.6936 392.1489 180.1739
5067 208.4354 387.7185 197.5459
5068 292.3944 355.8369 128.0582
5069 289.3161 352.0210 145.4301
5070 286.2378 348.2051 162.8020
5071 283.1595 344.3892 180.1739
5072 280.0811 340.5732 197.5459
5073 355.8369 292.3944 128.0582
5074 352.0210 289.3161 145.4301
5075 348.2051 286.2378 162.8020
5076 344.3892 283.1594 180.1739
5077 340.5732 280.0811 197.5459
5078 405.4403 217.4681 128.0582
5079 401.0098 215.2099 145.4301
5080 396.5794 212.9517 162.8020
5081 392.1490 210.6935 180.1739
5082 387.7185 208.4354 197.5459
5083 439.4977 133.9930 128.0582
5084 434.6284 132.6138 145.4301
5085 429.7590 131.2346 162.8020
5086 424.8896 129.8553 180.1739
5087 420.0202 128.4761 197.5459
5088 456.8388 45.2561 128.0582
5089 451.7427 44.7922 145.4301
5090 446.6467 44.3283 162.8020
5091 441.5506 43.8644 180.1739
5092 436.4545 43.4005 197.5459
5093 456.8388 -45.2561 128.0582
5094 451.7427 -44.7922 145.4301
5095 446.6466 -44.3283 162.8020
5096 441.5506 -43.8644 180.1739
5097 436.4545 -43.4005 197.5459
5098 439.4977 -133.9930 128.0582
5099 434.6283 -132.6138 145.4301
5100 429.7590 -131.2346 162.8020
5101 424.8896 -129.8553 180.1739
5102 420.0202 -128.4761 197.5459
5103 405.4402 -217.4681 128.0582
5104 401.0098 -215.2099 145.4301
5105 396.5793 -212.9517 162.8020
5106 392.1489 -210.6935 180.1739
5107 387.7185 -208.4354 197.5459
5108 355.8370 -292.3944 128.0582
5109 352.0211 -289.3161 145.4301
5110 348.2051 -286.2378 162.8020
5111 344.3892 -283.1595 180.1739
5112 340.5733 -280.0811 197.5459
5113 292.3944 -355.8369 128.0582
5114 289.3161 -352.0210 145.4301
5115 286.2377 -348.2051 162.8020
5116 283.1594 -344.3892 180.1739
5117 280.0811 -340.5733 197.5459
5118 217.4681 -405.4403 128.0582
5119 215.2099 -401.0098 145.4301
5120 212.9517 -396.5794 162.8020
5121 210.6935 -392.1490 180.1739
5122 208.4354 -387.7185 197.5459
5123 133.9930 -439.4977 128.0582
5124 132.6138 -434.6284 145.4301
5125 131.2346 -429.7590 162.8020
5126 129.8553 -424.8896 180.1739
5127 128.4761 -420.0202 197.5459
5128 45.2561 -456.8388 128.0582
5129 44.7922 -451.7427 145.4301
5130 44.3283 -446.6467 162.8020
5131 43.8644 -441.5506 180.1739
5132 43.4005 -436.4545 197.5459
5133 -45.2561 -456.8388 128.0582
5134 -44.7922 -451.7427 145.4301
5135 -44.3283 -446.6467 162.8020
5136 -43.8644 -441.5506 180.1739
5137 -43.4005 -436.4546 197.5459
5138 -133.9930 -439.4977 128.0582
5139 -132.6138 -434.6283 145.4301
5140 -131.2346 -429.7590 162.8020
5141 -129.8553 -424.8896 180.1739
5142 -128.4761 -420.0202 197.5459
5143 -217.4681 -405.4402 128.0582
5144 -215.2099 -401.0098 145.4301
5145 -212.9517 -396.5793 162.8020
5146 -210.6936 -392.1489 180.1739
5147 -208.4354 -387.7184 197.5459
5148 -292.3944 -355.8369 128.0582
5149 -289.3161 -352.0210 145.4301
5150 -286.2378 -348.2051 162.8020
5151 -283.1595 -344.3892 180.1739
5152 -280.0811 -340.5732 197.5459
5153 -355.8369 -292.3945 128.0582
5154 -352.0210 -289.3161 145.4301
5155 -348.2050 -286.2378 162.8020
5156 -344.3891 -283.1595 180.1739
5157 -340.5732 -280.0811 197.5459
5158 -405.4402 -217.4681 128.0582
5159 -401.0098 -215.2100 145.4301
5160 -396.5793 -212.9518 162.8020
5161 -392.1489 -210.6936 180.1739
5162 -387.7184 -208.4354 197.5459
5163 -439.4977 -133.9931 128.0582
5164 -434.6283 -132.6138 145.4301
5165 -429.7590 -131.2346 162.8020
5166 -424.8896 -129.8554 180.1739
5167 -420.0202 -128.4761 197.5459
5168 -456.8388 -45.2561 128.0582
5169 -451.7427 -44.7922 145.4301
5170 -446.6467 -44.3283 162.8020
5171 -441.5506 -43.8644 180.1739
5172 -436.4545 -43.4005 197.5459
5173 -456.8388 45.2561 128.0582
5174 -451.7427 44.7922 145.4301
5175 -446.6466 44.3283 162.8020
5176 -441.5506 43.8644 180.1739
5177 -436.4545 43.4005 197.5459
5178 -439.4977 133.9931 128.0582
5179 -434.6283 132.6138 145.4301
5180 -429.7590 131.2346 162.8020
5181 -424.8896 129.8554 180.1739
5182 -420.0202 128.4761 197.5459
5183 -405.4402 217.4681 128.0582
5184 -401.0098 215.2099 145.4301
5185 -396.5793 212.9517 162.8020
5186 -392.1489 210.6935 180.1739
5187 -387.7185 208.4354 197.5459
5188 -355.8370 292.3944 128.0582
5189 -352.0211 289.3161 145.4301
5190 -348.2051 286.2377 162.8020
5191 -344.3892 283.1594 180.1739
5192 -340.5733 280.0811 197.5459
5193 -292.3945 355.8369 128.0582
5194 -289.3161 352.0210 145.4301
5195 -286.2378 348.2051 162.8020
5196 -283.1595 344.3892 180.1739
5197 -280.0811 340.5732 197.5459
5198 -217.4681 405.4403 128.0582
5199 -215.2099 401.0098 145.4301
5200 -212.9517 396.5794 162.8020
5201 -210.6936 392.1490 180.1739
5202 -208.4354 387.7185 197.5459
5203 -133.9930 439.4977 128.0582
5204 -132.6138 434.6284 145.4301
5205 -131.2345 429.7590 162.8020
5206 -129.8553 424.8896 180.1739
5207 -128.4761 420.0202 197.5459
5208 -45.2561 456.8388 128.0582
5209 -44.7922 451.7427 145.4301
5210 -44.3283 446.6467 162.8020
5211 -43.8644 441.5506 180.1739
5212 -43.4005 436.4545 197.5459
5213 0.0000 438.5249 197.5459
5214 0.0000 443.6496 180.1739
5215 0.0000 448.7743 162.8020
5216 0.0000 453.8989 145.4301
5217 0.0000 459.0236 128.0582
5218 22.6558 458.4765 128.0582
5219 22.4237 453.3590 145.4301
5220 22.1916 448.2415 162.8020
5221 21.9594 443.1240 180.1739
5222 21.7273 438.0065 197.5459
5223 67.7453 454.1157 128.0582
5224 67.0504 449.0552 145.4301
5225 66.3555 443.9948 162.8020
5226 65.6607 438.9344 180.1739
5227 64.9658 433.8740 197.5459
5228 112.1683 445.4353 128.0582
5229 111.0154 440.4884 145.4301
5230 109.8625 435.5416 162.8020
5231 108.7096 430.5947 180.1739
5232 107.5566 425.6479 197.5459
5233 90.0677 450.3122 128.0582
5234 89.1431 445.3016 145.4301
5235 88.2184 440.2910 162.8020
5236 87.2937 435.2803 180.1739
5237 86.3691 430.2697 197.5459
5238 155.4884 432.5139 128.0582
5239 153.8851 427.7354 145.4301
5240 152.2818 422.9568 162.8020
5241 150.6785 418.1782 180.1739
5242 149.0753 413.3996 197.5459
5243 197.2774 415.4669 128.0582
5244 195.2343 410.9084 145.4301
5245 193.1912 406.3499 162.8020
5246 191.1481 401.7913 180.1739
5247 189.1050 397.2328 197.5459
5248 176.6008 424.4984 128.0582
5249 174.7761 419.8236 145.4301
5250 172.9514 415.1488 162.8020
5251 171.1268 410.4740 180.1739
5252 169.3021 405.7992 197.5459
5253 237.1236 394.4405 128.0582
5254 234.6540 390.1492 145.4301
5255 232.1844 385.8579 162.8020
5256 229.7148 381.5666 180.1739
5257 227.2452 377.2752 197.5459
5258 274.6328 369.6123 128.0582
5259 271.7528 365.6291 145.4301
5260 268.8727 361.6459 162.8020
5261 265.9927 357.6627 180.1739
5262 263.1127 353.6794 197.5459
5263 256.1945 382.4901 128.0582
5264 253.5176 378.3481 145.4301
5265 250.8406 374.2061 162.8020
5266 248.1636 370.0641 180.1739
5267 245.4866 365.9221 197.5459
5268 309.4367 341.1949 128.0582
5269 306.1652 337.5539 145.4301
5270 302.8937 333.9130 162.8020
5271 299.6222 330.2720 180.1739
5272 296.3507 326.6311 197.5459
5273 341.1949 309.4367 128.0582
5274 337.5540 306.1652 145.4301
5275 333.9130 302.8937 162.8020
